SUB_QUADRO,SEQ,V9001,V5302,V53021,V5304,V5307,V53011,V53061,id,nova
2,1,5300301,3,,2,1,,,2.9002929E13,1
1,1,5300301,3,,2,1,5243,96030,2.9002929E13,0
1,1,5300101,1,,2,1,9111,97000,2.901715E13,0
1,1,5300301,3,,2,1,7131,43000,2.901715E13,0
1,1,5300301,3,,2,1,8332,20090,2.901715E13,0
1,1,5300601,6,,,1,7512,10030,2.901715E13,0
1,1,5300301,3,,2,1,5131,56011,2.901715E13,1
2,1,5300301,3,,2,1,,,2.901715E13,1
1,1,5300301,3,,1,1,9313,41000,2.901715E13,1
1,1,5300601,6,,,1,9520,48100,2.901715E13,0
2,1,5300601,6,,,1,,,2.901715E13,1
1,1,5300301,3,,2,1,9212,1201,2.901715E13,0
1,1,5300601,6,,,1,9520,48100,2.901715E13,0
1,1,5300601,6,,,1,7113,8001,2.901715E13,0
1,1,5300101,1,,2,1,9111,97000,2.901715E13,0
1,1,5300601,6,,,1,9333,49040,2.901715E13,0
1,1,5300301,3,,1,1,4322,7002,2.901715E13,0
1,1,5300301,3,,1,1,5414,7002,2.901715E13,0
1,1,5300601,6,,,1,5243,48071,2.901715E13,1
2,1,5300601,6,,,1,,,2.901715E13,1
1,1,5300301,3,,2,1,7112,41000,2.901715E13,0
1,1,5300601,6,,,1,3431,74000,2.901715E13,0
1,1,5300301,3,,1,1,4132,7002,2.901715E13,0
1,1,5300401,4,,2,1,1219,84013,2.9016981E13,1
2,1,5300301,3,,2,1,,,2.9016981E13,1
1,1,5300101,1,,2,1,9111,97000,2.9016981E13,0
1,1,5300301,3,,2,1,9313,41000,2.9016981E13,0
1,1,5300301,3,,1,1,7233,7002,2.9016981E13,0
1,1,5300601,6,,,1,2359,85029,2.9016981E13,0
1,1,5300301,3,,1,1,5414,7001,2.9016981E13,0
1,1,5300301,3,,1,1,7212,7002,2.9016981E13,0
1,1,5300601,6,,,1,3122,43000,2.9016981E13,0
1,1,5300301,3,,1,1,4110,7002,2.9016981E13,0
1,1,5300301,3,,1,1,7233,7002,2.9016981E13,0
1,1,5300601,6,,,1,5142,96020,2.9016981E13,0
1,1,5300401,4,,2,1,9312,84013,2.9016981E13,0
1,1,5300301,3,,2,1,7112,41000,2.9016981E13,0
1,1,5300101,1,,2,1,9111,97000,2.9016981E13,0
1,1,5300401,4,,,1,3221,86002,2.9016981E13,0
1,1,5300401,4,,,1,8332,49040,2.9016981E13,0
1,1,5300401,4,,1,1,4211,53001,2.9016983E13,0
1,1,5300401,4,,,1,2330,85013,2.9016983E13,0
1,1,5300301,3,,2,1,8332,49040,2.9016983E13,1
2,1,5300301,3,,1,1,,,2.9016983E13,1
1,1,5300601,6,,,1,6111,1102,2.9016983E13,0
1,1,5300401,4,,,1,2341,85012,2.9016983E13,0
1,1,5300601,6,,,1,2250,75000,2.9016983E13,0
1,1,5300601,6,,,1,7314,23099,2.9016983E13,0
1,1,5300601,6,,,1,5142,96020,2.9016983E13,0
1,1,5300601,6,,,1,2166,62000,2.9016983E13,0
1,1,5300101,1,,2,1,9111,97000,2.9016983E13,1
2,1,5300301,3,,2,1,,,2.9016983E13,1
1,1,5300601,6,,,1,5221,48030,2.9016983E13,0
1,1,5300301,3,,2,1,3211,86002,2.9016983E13,1
2,1,5300701,7,1,,,,,2.9016983E13,1
1,1,5300101,1,,2,1,9111,97000,2.9016983E13,0
1,1,5300101,1,,2,1,9111,97000,2.9016983E13,0
1,1,5300301,3,,2,1,5223,21000,2.9016983E13,0
1,1,5300601,6,,,1,5141,96020,2.9016983E13,0
1,1,5300601,6,,,1,6111,1109,2.9016983E13,0
1,1,5300601,6,,,1,6111,1109,2.9016983E13,0
1,1,5300301,3,,2,1,4226,86002,2.9016983E13,0
1,1,5300301,3,,2,1,9211,1110,2.9011909E13,0
1,1,5300301,3,,2,1,9211,1109,2.9011909E13,0
1,1,5300301,3,,2,1,9313,41000,2.9011909E13,0
1,1,5300601,6,,,1,6112,1110,2.9011909E13,0
1,1,5300301,3,,2,1,9212,1109,2.9011909E13,0
1,1,5300601,6,,,1,6111,1102,2.9011909E13,0
1,1,5300701,7,1,,,9211,1102,2.9011909E13,0
1,1,5300701,7,1,,,9211,1102,2.9011909E13,0
1,1,5300601,6,,,1,6111,1108,2.9011909E13,0
1,1,5300301,3,,2,1,5414,43000,2.9011909E13,0
1,1,5300101,1,,2,1,5311,97000,2.9011909E13,0
1,1,5300301,3,,1,1,9334,48080,2.9011909E13,0
1,1,5300601,6,,,4,6111,1110,2.9011909E13,0
1,1,5300601,6,,,4,6111,1109,2.9011909E13,0
1,1,5300701,7,1,,,9211,1109,2.9011909E13,0
1,1,5300701,7,1,,,9211,1109,2.9011909E13,0
1,1,5300701,7,1,,,9211,1109,2.9011909E13,0
1,1,5300701,7,1,,,9211,1102,2.9011909E13,0
1,1,5300701,7,1,,,9211,1106,2.9011909E13,0
1,1,5300301,3,,2,1,9212,1203,2.9011909E13,0
1,1,5300601,6,,,4,6111,1102,2.9011909E13,0
1,1,5300501,5,,,4,6111,1106,2.9011909E13,0
1,1,5300701,7,1,,,6111,1106,2.9011909E13,0
1,1,5300601,6,,,4,6111,1109,2.9011909E13,0
1,1,5300601,6,,,1,6111,1110,2.9017445E13,0
1,1,5300601,6,,,1,5211,48030,2.9017445E13,0
1,1,5300101,1,,2,1,9111,97000,2.9017445E13,0
1,1,5300401,4,,,1,2341,85012,2.9017445E13,0
1,1,5300301,3,,1,1,5153,80000,2.9017445E13,0
1,1,5300401,4,,1,1,4110,84012,2.9017445E13,0
1,1,5300601,6,,,1,2611,69000,2.9017445E13,0
1,1,5300401,4,,,1,2342,85012,2.9017445E13,0
1,1,5300401,4,,,1,4110,85013,2.9017445E13,0
1,1,5300601,6,,,1,6121,1203,2.9017445E13,0
1,1,5300301,3,,2,1,9313,41000,2.9017445E13,0
1,1,5300601,6,,,1,6111,1102,2.9017445E13,1
2,1,5300601,6,,,1,,,2.9017445E13,1
1,1,5300601,6,,,1,5221,56011,2.9017445E13,0
1,1,5300601,6,,,1,6121,1201,2.9017445E13,0
1,1,5300101,1,,2,1,9111,97000,2.9022362E13,0
1,1,5300601,6,,,1,6111,1108,2.9022362E13,1
2,1,5300601,6,,,1,,,2.9022362E13,1
1,1,5300301,3,,1,1,6121,1201,2.9022362E13,0
1,1,5300301,3,,2,1,9211,1201,2.9022362E13,0
1,1,5300301,3,,2,1,5223,48074,2.9022362E13,0
1,1,5300601,6,,,1,7112,41000,2.9022362E13,0
1,1,5300401,4,,,1,2341,85012,2.9022362E13,1
2,1,5300401,4,,,1,,,2.9022362E13,1
1,1,5300301,3,,2,1,6111,1201,2.9022362E13,0
1,1,5300601,6,,,1,8322,82009,2.9022362E13,0
1,1,5300101,1,,2,1,9111,97000,2.9022362E13,0
1,1,5300601,6,,,1,6111,1108,2.9022362E13,0
1,1,5300301,3,,2,1,8321,48030,2.9022362E13,0
1,1,5300301,3,,2,1,8321,56011,2.9022362E13,0
1,1,5300601,6,,,1,6121,1201,2.9022362E13,0
1,1,5300601,6,,,1,8341,1117,2.9009734E13,0
1,1,5300701,7,3,,,9111,97000,2.9009734E13,0
1,1,5300301,3,,2,1,9122,45020,2.9009734E13,0
1,1,5300301,3,,1,1,5223,48030,2.9009734E13,0
1,1,5300601,6,,,1,8341,13001,2.9009734E13,0
1,1,5300601,6,,,1,6121,1203,2.9009734E13,0
1,1,5300301,3,,1,2,9112,33001,2.9009734E13,0
1,1,5300601,6,,,1,5142,96020,2.9009734E13,0
1,1,5300301,3,,2,1,7126,43000,2.9009734E13,1
2,1,5300601,6,,,1,,,2.9009734E13,1
1,1,5300601,6,,,1,6121,1203,2.9009734E13,0
1,1,5300601,6,,,1,9211,1109,2.9009734E13,0
1,1,5300301,3,,2,1,8322,49030,2.9009734E13,0
1,1,5300301,3,,2,1,8341,1109,2.9009734E13,0
1,1,5300601,6,,,1,9211,1117,2.9009734E13,0
1,1,5300601,6,,,1,9211,1117,2.9009734E13,0
1,1,5300601,6,,,1,9211,1117,2.9009734E13,0
1,1,5300601,6,,,1,9211,1117,2.9009734E13,0
1,1,5300601,6,,,1,7115,41000,2.9014337E13,0
1,1,5300301,3,,1,1,5223,48030,2.9014337E13,0
1,1,5300301,3,,1,1,9334,48030,2.9014337E13,0
1,1,5300601,6,,,1,8322,49040,2.9014337E13,0
1,1,5300301,3,,1,1,8332,38000,2.9014337E13,1
1,1,5300601,6,,,1,5243,48071,2.9014337E13,0
2,1,5300601,6,,,1,,,2.9014337E13,1
1,1,5300601,6,,,1,7127,45020,2.9014337E13,0
1,1,5300601,6,,,1,7131,43000,2.9014337E13,0
1,1,5300301,3,,1,1,4226,56011,2.9014337E13,0
1,1,5300601,6,,,1,9313,41000,2.9014337E13,0
1,1,5300301,3,,2,1,9313,41000,2.9014337E13,0
1,1,5300601,6,,,1,5221,56011,2.9014337E13,0
1,1,5300301,3,,1,1,7233,33001,2.9014337E13,0
1,1,5300301,3,,2,1,5223,48071,2.9014337E13,0
1,1,5300301,3,,1,1,4311,69000,2.9014337E13,0
1,1,5300601,6,,,1,5221,56011,2.9007711E13,0
1,1,5300301,3,,1,1,3142,35010,2.9007711E13,0
1,1,5300301,3,,1,1,5414,80000,2.9007711E13,1
1,1,5300301,3,,2,1,5249,64000,2.9007711E13,0
2,1,5300401,4,,2,1,,,2.9007711E13,1
1,1,5300601,6,,,1,5141,96020,2.9007711E13,1
1,1,5300301,3,,1,1,8322,48030,2.9007711E13,1
1,1,5300301,3,,1,1,9112,1107,2.9007711E13,0
2,1,5300301,3,,1,1,,,2.9007711E13,1
2,1,5300301,3,,1,1,,,2.9007711E13,1
1,1,5300601,6,,,1,0,93011,2.9007711E13,0
1,1,5300401,4,,,1,2351,84013,2.9007711E13,0
1,1,5300401,4,,2,1,3411,84016,2.9007711E13,0
1,1,5300401,4,,2,1,2341,85012,2.9007711E13,1
2,1,5300601,6,,,1,,,2.9007711E13,1
1,1,5300301,3,,1,1,8332,45040,2.9007711E13,0
1,1,5300301,3,,1,1,8332,10010,2.9007711E13,0
1,1,5300301,3,,2,1,3434,56011,2.9007711E13,1
2,1,5300301,3,,1,1,,,2.9007711E13,1
1,1,5300401,4,,,1,4110,85013,2.9007711E13,0
1,1,5300301,3,,2,1,2341,85012,2.9007711E13,0
1,1,5300301,3,,1,1,7231,45020,2.9007711E13,0
1,1,5300301,3,,1,1,9412,1107,2.9007711E13,0
1,1,5300301,3,,2,1,8112,41000,2.9007711E13,0
1,1,5300301,3,,2,1,5131,56011,2.9007711E13,0
1,1,5300301,3,,1,1,1420,48080,2.9009648E13,0
1,1,5300401,4,,,1,2221,86001,2.9009648E13,0
1,1,5300201,2,,,1,412,84016,2.9009648E13,0
1,1,5300301,3,,1,1,1219,69000,2.9009648E13,0
1,1,5300501,5,,,1,1324,49040,2.9009648E13,0
1,1,5300601,6,,,1,5243,48071,2.9009648E13,0
1,1,5300401,4,,,1,2310,85014,2.9009648E13,0
1,1,5300401,4,,,1,4110,84012,2.9009648E13,0
1,1,5300601,6,,,1,3122,15012,2.9009648E13,0
1,1,5300501,5,,,1,6111,1116,2.9009648E13,0
1,1,5300401,4,,,1,2221,86001,2.9009648E13,0
1,1,5300401,4,,,1,2619,84011,2.9009648E13,0
1,1,5300401,4,,1,1,2131,86001,2.9009648E13,0
1,1,5300301,3,,1,1,2341,85012,2.9009648E13,0
1,1,5300301,3,,1,1,1346,64000,2.9009648E13,0
1,1,5300301,3,,1,1,2351,85012,2.9009648E13,1
2,1,5300401,4,,,1,,,2.9009648E13,1
1,1,5300301,3,,2,1,9212,1203,2.9000404E13,0
1,1,5300101,1,,2,1,9111,97000,2.9000404E13,0
1,1,5300701,7,1,,,5211,48100,2.9000404E13,0
1,1,5300301,3,,1,1,9334,48050,2.9000404E13,0
1,1,5300401,4,,2,1,9112,85013,2.9000404E13,0
1,1,5300401,4,,2,1,2341,85012,2.9000404E13,0
1,1,5300601,6,,,1,7412,45020,2.9000404E13,0
1,1,5300301,3,,1,1,7511,48080,2.9000404E13,0
1,1,5300101,1,,2,1,5322,97000,2.9000404E13,1
1,1,5300601,6,,,1,9214,81020,2.9000404E13,0
1,1,5300301,3,,2,1,9329,31000,2.9000404E13,1
1,1,5300101,1,,2,1,5322,97000,2.9000404E13,0
2,1,5300601,6,,,1,,,2.9000404E13,1
2,1,5300601,6,,,1,,,2.9000404E13,1
1,1,5300101,1,,2,1,9111,97000,2.9000404E13,1
2,1,5300401,4,,2,1,,,2.9000404E13,1
1,1,5300601,6,,,1,7112,41000,2.9000404E13,0
1,1,5300101,1,,2,1,9111,97000,2.9000404E13,0
1,1,5300601,6,,,1,9313,41000,2.9000404E13,0
1,1,5300601,6,,,1,9211,1401,2.9000404E13,0
1,1,5300301,3,,1,1,9212,1201,2.9000404E13,1
2,1,5300301,3,,2,1,,,2.9000404E13,1
1,1,5300301,3,,2,1,9215,1117,2.9000404E13,1
2,1,5300301,3,,1,1,,,2.9000404E13,1
1,1,5300301,3,,1,1,7214,41000,2.9000404E13,0
1,1,5300601,6,,,1,5243,48042,2.9000404E13,0
1,1,5300301,3,,1,1,8141,20020,2.9000404E13,1
1,1,5300101,1,,2,1,9111,97000,2.9000404E13,0
2,1,5300601,6,,,1,,,2.9000404E13,1
1,1,5300601,6,,,1,5221,56011,2.9000404E13,0
1,1,5300301,3,,1,1,7412,42000,2.9000404E13,1
1,1,5300301,3,,2,1,9211,1117,2.9000404E13,0
1,1,5300201,2,,,1,210,84014,2.9000404E13,1
2,1,5300601,6,,,1,,,2.9000404E13,1
2,1,5300301,3,,2,1,,,2.9000404E13,1
1,1,5300401,4,,,1,2341,85012,2.9019631E13,0
1,1,5300401,4,,,1,2342,85012,2.9019631E13,0
1,1,5300501,5,,,1,5221,56011,2.9019631E13,0
1,1,5300301,3,,2,1,7531,8009,2.9019631E13,0
1,1,5300301,3,,1,1,8332,23091,2.9019631E13,0
1,1,5300401,4,,1,1,4412,53001,2.9019631E13,0
1,1,5300301,3,,2,1,4226,86002,2.9019631E13,0
1,1,5300501,5,,,1,5211,48030,2.9019631E13,2
1,1,5300701,7,1,,,5211,48030,2.9019631E13,0
2,1,5300601,6,,,1,,,2.9019631E13,2
2,2,5300401,4,,2,1,,,2.9019631E13,2
1,1,5300601,6,,,1,8322,49030,2.9019631E13,0
1,1,5300301,3,,2,1,5223,48030,2.9019631E13,0
1,1,5300301,3,,2,1,5153,94091,2.9019631E13,0
1,1,5300501,5,,,1,2261,86002,2.9019631E13,1
1,1,5300401,4,,,1,2330,85013,2.9019631E13,1
2,1,5300501,5,,,1,,,2.9019631E13,1
2,1,5300401,4,,,1,,,2.9019631E13,1
1,1,5300301,3,,2,1,6112,1110,2.9008276E13,1
2,1,5300301,3,,2,1,,,2.9008276E13,1
1,1,5300101,1,,1,1,9111,97000,2.9008276E13,0
1,1,5300301,3,,1,1,8341,1117,2.9008276E13,0
1,1,5300401,4,,1,1,4120,85012,2.9008276E13,0
1,1,5300601,6,,,1,7112,41000,2.9008276E13,1
2,1,5300601,6,,,1,,,2.9008276E13,1
1,1,5300601,6,,,1,6112,1110,2.9008276E13,0
1,1,5300301,3,,2,1,4212,92000,2.9008276E13,0
1,1,5300601,6,,,1,7112,41000,2.9008276E13,0
1,1,5300601,6,,,1,9313,41000,2.9008276E13,0
1,1,5300601,6,,,1,6111,1109,2.9008276E13,0
1,1,5300601,6,,,1,9211,1401,2.9008276E13,0
1,1,5300601,6,,,1,6111,1110,2.9008276E13,0
1,1,5300601,6,,,1,8331,49030,2.9008276E13,1
1,1,5300601,6,,,1,6111,1109,2.9008276E13,0
2,1,5300601,6,,,4,,,2.9008276E13,1
1,1,5300601,6,,,1,5141,96020,2.9008276E13,0
1,1,5300601,6,,,1,7112,41000,2.9008276E13,0
1,1,5300401,4,,2,1,2341,85012,2.9008276E13,0
1,1,5300301,3,,1,1,8341,1112,2.9008276E13,0
1,1,5300601,6,,,4,6111,1113,2.9008276E13,0
1,1,5300601,6,,,4,6111,1113,2.9008276E13,0
1,1,5300601,6,,,1,9211,1401,2.9008276E13,0
1,1,5300101,1,,2,1,9111,97000,2.9008276E13,0
1,1,5300501,5,,,1,5221,82009,2.9002118E13,0
1,1,5300601,6,,,1,5221,82009,2.9002118E13,0
1,1,5300301,3,,1,1,7511,48080,2.9002118E13,0
1,1,5300601,6,,,1,9520,48100,2.9002118E13,1
2,1,5300401,4,,2,1,,,2.9002118E13,1
1,1,5300301,3,,2,1,9412,56011,2.9002118E13,1
2,1,5300101,1,,2,1,,,2.9002118E13,1
1,1,5300401,4,,,1,7231,84011,2.9002118E13,0
1,1,5300401,4,,2,1,2341,85012,2.9002118E13,0
1,1,5300301,3,,1,1,4226,86002,2.9002118E13,0
1,1,5300301,3,,1,1,3343,48071,2.9002118E13,0
1,1,5300501,5,,,1,6111,1116,2.9002118E13,0
1,1,5300401,4,,,1,2342,85012,2.9002118E13,0
1,1,5300301,3,,1,1,5414,80000,2.9002118E13,1
2,1,5300601,6,,,1,,,2.9002118E13,1
1,1,5300101,1,,2,1,9111,97000,2.9002118E13,0
1,1,5300601,6,,,1,5221,56011,2.9002118E13,0
1,1,5300101,1,,1,1,9111,97000,2.9002118E13,0
1,1,5300601,6,,,1,5120,56012,2.9002118E13,0
1,1,5300301,3,,2,1,5223,48042,2.9002118E13,0
1,1,5300201,2,,,1,412,84016,2.9002118E13,0
1,1,5300301,3,,1,1,2341,85012,2.9002118E13,0
1,1,5300501,5,,,1,3214,32009,2.9002118E13,0
1,1,5300301,3,,1,1,8331,49030,2.9002118E13,0
1,1,5300601,6,,,1,6111,1109,2.9004077E13,2
1,1,5300601,6,,,1,5311,49030,2.9004077E13,0
2,1,5300301,3,,1,1,,,2.9004077E13,2
2,2,5300601,6,,,1,,,2.9004077E13,2
1,1,5300301,3,,2,1,9313,41000,2.9004077E13,1
1,1,5300601,6,,,3,9520,48100,2.9004077E13,0
2,1,5300601,6,,,1,,,2.9004077E13,1
1,1,5300601,6,,,1,6111,1109,2.9004077E13,1
2,1,5300601,6,,,1,,,2.9004077E13,1
1,1,5300601,6,,,1,9211,1401,2.9004077E13,0
1,1,5300601,6,,,1,6111,1102,2.9004077E13,0
1,1,5300601,6,,,1,6111,1109,2.9004077E13,1
1,1,5300101,1,,2,1,9111,97000,2.9004077E13,0
1,1,5300601,6,,,1,9313,41000,2.9004077E13,1
2,1,5300601,6,,,1,,,2.9004077E13,1
2,1,5300601,6,,,1,,,2.9004077E13,1
1,1,5300401,4,,2,1,9112,85012,2.9004077E13,0
1,1,5300601,6,,,1,9211,1109,2.9004077E13,1
1,1,5300401,4,,,1,2341,85012,2.9004077E13,0
2,1,5300301,3,,1,1,,,2.9004077E13,1
1,1,5300501,5,,,1,6121,1201,2.9004077E13,1
1,1,5300301,3,,2,1,9212,1201,2.9004077E13,0
1,1,5300701,7,2,,,9212,1201,2.9004077E13,0
1,1,5300301,3,,2,1,5230,48080,2.9004077E13,1
1,1,5300701,7,2,,,9212,1201,2.9004077E13,0
2,1,5300601,6,,,1,,,2.9004077E13,1
2,1,5300101,1,,2,1,,,2.9004077E13,1
1,1,5300601,6,,,1,6121,1201,2.9004077E13,1
1,1,5300601,6,,,1,5142,96020,2.9004077E13,0
2,1,5300601,6,,,1,,,2.9004077E13,1
1,1,5300301,3,,2,1,9212,1201,2.9004077E13,1
1,1,5300401,4,,,1,4226,86001,2.9004077E13,1
1,1,5300701,7,1,,,4226,56011,2.9004077E13,0
2,1,5300301,3,,1,1,,,2.9004077E13,1
2,1,5300701,7,3,,,,,2.9004077E13,1
1,1,5300601,6,,,1,6121,1201,2.9004077E13,0
1,1,5300601,6,,,1,6121,1201,2.9004077E13,0
1,1,5300401,4,,2,1,5120,85012,2.9004077E13,0
1,1,5300601,6,,,1,7231,45020,2.9004077E13,0
1,1,5300601,6,,,1,6121,1201,2.9004077E13,0
1,1,5300601,6,,,1,5221,56011,2.902099E13,0
1,1,5300601,6,,,1,5249,45010,2.902099E13,0
1,1,5300501,5,,,1,1321,56012,2.902099E13,0
1,1,5300301,3,,2,1,5120,56012,2.902099E13,0
1,1,5300601,6,,,1,7112,41000,2.902099E13,0
1,1,5300501,5,,,1,7511,48030,2.902099E13,0
1,1,5300301,3,,2,1,7511,48030,2.902099E13,0
1,1,5300301,3,,1,1,8113,8009,2.902099E13,0
1,1,5300301,3,,1,1,5223,48042,2.902099E13,0
1,1,5300301,3,,1,1,3123,49010,2.902099E13,0
1,1,5300401,4,,,1,2341,85012,2.902099E13,0
1,1,5300301,3,,1,1,7511,10010,2.902099E13,0
1,1,5300301,3,,1,1,7212,7002,2.902099E13,0
1,1,5300301,3,,1,1,5223,45030,2.902099E13,0
1,1,5300301,3,,1,1,5223,45040,2.902099E13,0
1,1,5300301,3,,1,1,8322,48080,2.902099E13,0
1,1,5300601,6,,,1,7112,41000,2.9013679E13,0
1,1,5300301,3,,2,1,6111,1114,2.9013679E13,0
1,1,5300601,6,,,1,7512,10030,2.9013679E13,0
1,1,5300601,6,,,1,9211,1114,2.9013679E13,0
1,1,5300301,3,,2,1,9313,41000,2.9013679E13,0
1,1,5300301,3,,2,1,9412,56011,2.9013679E13,0
1,1,5300301,3,,2,1,3123,42000,2.9013679E13,0
1,1,5300301,3,,2,1,9313,41000,2.9013679E13,0
1,1,5300601,6,,,1,7112,41000,2.9013679E13,0
1,1,5300101,1,,2,1,9111,97000,2.9013679E13,0
1,1,5300301,3,,1,1,5223,48042,2.9013679E13,0
1,1,5300401,4,,1,1,8331,84013,2.9013679E13,1
2,1,5300601,6,,,1,,,2.9013679E13,1
1,1,5300101,1,,2,1,9111,97000,2.9013679E13,1
2,1,5300601,6,,,1,,,2.9013679E13,1
1,1,5300601,6,,,1,8321,49030,2.9013679E13,1
1,1,5300301,3,,2,1,5223,48042,2.9013679E13,0
2,1,5300301,3,,2,1,,,2.9013679E13,1
1,1,5300601,6,,,1,8322,49040,2.9013679E13,0
1,1,5300401,4,,1,1,9112,84013,2.9013679E13,1
2,1,5300601,6,,,1,,,2.9013679E13,1
1,1,5300601,6,,,1,7112,41000,2.9013679E13,0
1,1,5300601,6,,,1,7112,41000,2.9013679E13,0
1,1,5300101,1,,2,1,9111,97000,2.9014467E13,0
1,1,5300601,6,,,1,7112,41000,2.9014467E13,0
1,1,5300301,3,,2,1,5223,48042,2.9014467E13,0
1,1,5300301,3,,2,1,5223,48042,2.9014467E13,0
1,1,5300601,6,,,1,7112,41000,2.9014467E13,0
1,1,5300301,3,,1,1,9313,42000,2.9014467E13,0
1,1,5300101,1,,2,1,9111,97000,2.9014467E13,0
1,1,5300601,6,,,1,7112,41000,2.9014467E13,0
1,1,5300101,1,,2,1,9111,97000,2.9014467E13,0
1,1,5300401,4,,1,1,7112,84013,2.9014467E13,0
1,1,5300301,3,,1,1,8344,48050,2.9014467E13,0
1,1,5300301,3,,1,1,7512,48030,2.9014467E13,0
1,1,5300601,6,,,1,7112,41000,2.9014467E13,0
1,1,5300601,6,,,1,7112,41000,2.9014467E13,1
2,1,5300601,6,,,1,,,2.9014467E13,1
1,1,5300301,3,,2,1,9313,78000,2.9014467E13,0
1,1,5300301,3,,1,1,9112,81011,2.9015157E13,2
1,1,5300301,3,,1,2,8171,17001,2.9015157E13,0
2,1,5300601,6,,,1,,,2.9015157E13,2
2,2,5300301,3,,1,1,,,2.9015157E13,2
1,1,5300301,3,,1,1,9313,42000,2.9015157E13,0
1,1,5300301,3,,1,1,3123,41000,2.9015157E13,0
1,1,5300101,1,,1,1,5120,97000,2.9015157E13,0
1,1,5300301,3,,2,1,4226,86002,2.9015157E13,0
1,1,5300301,3,,2,1,5243,48100,2.9022942E13,0
1,1,5300301,3,,2,1,5230,48030,2.9022942E13,0
1,1,5300101,1,,2,1,9111,97000,2.9022942E13,0
1,1,5300301,3,,1,1,3257,71000,2.9022942E13,0
1,1,5300301,3,,1,1,7322,18000,2.9022942E13,0
1,1,5300301,3,,1,1,7223,29002,2.9022942E13,0
1,1,5300301,3,,1,1,7223,29002,2.9022942E13,0
1,1,5300301,3,,2,1,4110,29002,2.9022942E13,0
1,1,5300301,3,,2,1,9313,41000,2.9022942E13,0
1,1,5300301,3,,2,1,4226,86002,2.9022942E13,0
1,1,5300301,3,,1,1,5223,45030,2.9022942E13,0
1,1,5300301,3,,1,1,5223,48042,2.9022942E13,0
1,1,5300301,3,,1,1,9334,48090,2.9022942E13,0
1,1,5300301,3,,1,1,4110,78000,2.9022942E13,0
1,1,5300301,3,,1,1,7512,48030,2.9019757E13,0
1,1,5300301,3,,1,1,5211,48030,2.9019757E13,0
1,1,5300301,3,,1,1,7512,56011,2.9019757E13,0
1,1,5300301,3,,1,1,8332,49040,2.9019757E13,0
1,1,5300301,3,,1,1,8332,49040,2.9019757E13,0
1,1,5300401,4,,,1,4110,84013,2.9019757E13,0
1,1,5300701,7,2,,,5211,48100,2.9019757E13,0
1,1,5300601,6,,,1,5211,48100,2.9019757E13,0
1,1,5300301,3,,1,1,5223,86001,2.9015157E13,0
1,1,5300301,3,,1,4,7411,78000,2.9003496E13,0
1,1,5300101,1,,2,1,9111,97000,2.9003496E13,0
1,1,5300301,3,,1,1,9112,55000,2.9003496E13,0
1,1,5300601,6,,,1,8322,49030,2.9003496E13,0
1,1,5300601,6,,,1,8322,49040,2.9003496E13,0
1,1,5300101,1,,2,1,9111,97000,2.9003496E13,1
2,1,5300301,3,,2,1,,,2.9003496E13,1
1,1,5300301,3,,2,1,9211,1117,2.9007029E13,0
1,1,5300301,3,,2,1,9212,1117,2.9007029E13,0
1,1,5300601,6,,,1,6111,1114,2.9007029E13,0
1,1,5300601,6,,,1,6111,1114,2.9007029E13,0
1,1,5300601,6,,,1,6111,1114,2.9007029E13,0
1,1,5300601,6,,,4,6111,1114,2.9007029E13,0
1,1,5300301,3,,2,1,9211,1114,2.9007029E13,0
1,1,5300301,3,,2,1,9211,1114,2.9007029E13,0
1,1,5300601,6,,,1,6111,1108,2.9007029E13,0
1,1,5300601,6,,,1,6111,1114,2.9007029E13,0
1,1,5300301,3,,2,1,9211,1114,2.9007029E13,0
1,1,5300601,6,,,1,6111,1114,2.9007029E13,0
1,1,5300301,3,,2,1,6111,1114,2.9007029E13,0
1,1,5300301,3,,1,1,6111,1114,2.9007029E13,0
1,1,5300301,3,,2,1,7231,45020,2.9007029E13,0
1,1,5300401,4,,2,1,8322,84013,2.9007029E13,0
1,1,5300301,3,,2,1,9412,56011,2.9007029E13,0
1,1,5300601,6,,,1,6111,1108,2.9007029E13,0
1,1,5300701,7,1,,,9211,1108,2.9007029E13,0
1,1,5300601,6,,,1,6111,1114,2.9007029E13,0
1,1,5300301,3,,2,1,9211,1111,2.9007029E13,0
1,1,5300601,6,,,1,6111,1110,2.9016641E13,0
1,1,5300701,7,1,,,9211,1110,2.9016641E13,0
1,1,5300401,4,,,1,3253,84013,2.9016641E13,0
1,1,5300101,1,,2,1,9111,97000,2.9016641E13,1
2,1,5300301,3,,2,1,,,2.9016641E13,1
1,1,5300301,3,,2,1,9211,1117,2.9016641E13,1
1,1,5300301,3,,2,1,9211,1110,2.9016641E13,0
1,1,5300301,3,,2,1,9212,1202,2.9016641E13,0
2,1,5300601,6,,,1,,,2.9016641E13,1
1,1,5300301,3,,2,1,9211,1110,2.9016641E13,0
1,1,5300601,6,,,1,6111,1116,2.9016641E13,1
1,1,5300301,3,,2,1,9212,1203,2.9016641E13,1
2,1,5300601,6,,,1,,,2.9016641E13,1
2,1,5300301,3,,2,1,,,2.9016641E13,1
1,1,5300601,6,,,1,6112,1110,2.9016641E13,0
1,1,5300301,3,,2,1,9211,1110,2.9016641E13,0
1,1,5300601,6,,,1,6111,1110,2.9016641E13,0
